CardholdeNDD,First Name,Last Name,Gender,ATMID,Birth Date,Occupation,AccountType,State Bank Of India
ED-008-1133,Salisu,Farouk,F,ED-008,06/29/1961,Health Professional,Savings,1
ED-001-1196,Aisha,Habiba,F,ED-001,03/25/1980,Marketing Executive,Current,1
ED-002-1229,Nafisa,Abdulsalam,M,ED-002,07/25/1984,Engineer,Savings,1
ED-003-1016,Maryam,Ali,F,ED-003,02/20/1965,Marketing Executive,Savings,0
WD-012-1034,Olusola,Okafor,M,WD-012,09/17/1970,Engineer,Savings,1
WD-009-1115,Fiyinfoluwa,Daramola,F,WD-009,11-06-2008,Student,Savings,1
ED-004-1089,Danjuma,Hassan,M,ED-004,10/16/1997,Lawyer,Current,1
WD-007-1237,Aladejobi,Ayodele,F,WD-007,12/14/1988,Accountant,Current,1
WD-011-1092,Chidieze,Okonkwo,M,WD-011,07-11-1966,Software Developer,Current,1
ED-001-1002,Abdullahi,Usman,M,ED-001,02/28/1993,Health Professional,Savings,1
WD-001-1022,Mosunmola,Makinde,M,WD-001,04/19/1978,Construction Worker,Current,1
WD-007-1162,Nifemi,Okeke,M,WD-007,06/14/1970,Carpenter,Current,1
ND-008-1099,David,Akobo,F,ND-008,03-06-1973,Engineer,Current,1
WD-004-1074,Anton,Oluwafemi,F,WD-004,07-01-1966,Health Professional,Current,1
WD-006-1106,Nifemi,Oladele,F,WD-006,10-08-1975,Software Developer,Savings,1
WD-003-1209,Ayo,Fagbuyi,F,WD-003,08/13/1987,Software Developer,Savings,1
ED-002-1143,Firdausi,Ahmad,M,ED-002,10-09-1990,Lawyer,Savings,1
WD-001-1135,Akinyemi,Nwachukwu,M,WD-001,06/30/1973,Software Developer,Savings,0
WD-002-1034,Mosunmola,Adewale,M,WD-002,12/18/1968,Welder,Current,1
WD-004-1297,Christie,Olawale,F,WD-004,02/26/1971,Marketing Executive,Savings,0
ND-001-1041,Esther,Mbakwe,M,ND-001,06/30/1991,Manager,Savings,1
WD-001-1111,Dora,Agboola,F,WD-001,02-02-1988,Human Resources Specialist,Current,0
WD-013-1050,Akpan,Adeyemi,F,WD-013,04/13/1967,Trader,Current,1
WD-012-1115,Celestine,Obi,M,WD-012,12/24/1973,Engineer,Savings,1
WD-010-1017,Oluwadamilare,Okonkwo,F,WD-010,10-07-1970,Software Developer,Savings,1
ED-006-1184,Abubakar,Rukayya,F,ED-006,09/22/1990,Health Professional,Savings,1
ND-005-1025,Obinna,Obioma,M,ND-005,08/22/1981,Truck Driver,Savings,1
ND-003-1013,Chiamaka,Ezeani,F,ND-003,08/26/1969,Trader,Savings,1
ND-009-1053,Grace,Okoli,F,ND-009,11-07-1989,Human Resources Specialist,Savings,1
WD-005-1270,Oladayo,Okonkwo,M,WD-005,05/29/1999,Student,Savings,1
ED-003-1059,Khadija,Hassan,M,ED-003,06/21/1997,Farmer,Current,1
WD-008-1278,Olusola,Ogunleye,M,WD-008,10-01-1967,Lawyer,Current,1
SD-003-1034,Chukwuemeka,Ojukwu,M,SD-003,04-12-1965,Lawyer,Current,0
WD-005-1198,Kehinde,Egbule,F,WD-005,01/16/1974,Trader,Savings,0
WD-013-1051,Jideofor,Igwe,F,WD-013,05-05-1974,Engineer,Savings,1
ED-002-1236,Abdullahi,Fadila,F,ED-002,11/27/2002,Trader,Savings,1
ED-004-1174,Yusuf,Zara,F,ED-004,03/22/1978,Trader,Savings,1
SD-005-1032,Chinaza,Orji,M,SD-005,10-12-1965,Engineer,Current,1
WD-005-1213,Adenike,Nwachukwu,M,WD-005,02-07-1975,Factory Worker,Savings,1
SD-001-1071,Ikemefuna,Eze,F,SD-001,03/29/1999,Student,Savings,1
WD-014-1210,Babajide,Oluwabukola,M,WD-014,06-11-1977,Lawyer,Current,1
ED-005-1214,Abubakar,Danjuma,F,ED-005,06/27/1981,Health Professional,Current,1
ND-010-1046,Oluwatoyin,Obi,F,ND-010,07/26/1965,Engineer,Savings,0
ED-007-1145,Yakubu,Bashir,M,ED-007,03-06-1965,Manager,Current,1
WD-004-1205,Olasunkanmi,Ajayi,M,WD-004,11/20/1980,Farmer,Savings,1
ND-005-1100,Peace,Brown,M,ND-005,09-05-1996,Manager,Savings,1
ED-005-1058,Rukayat,Ibrahim,F,ED-005,04-08-2009,Student,Savings,0
WD-012-1188,Adigun,Oluwatomi,F,WD-012,08/25/1991,Manager,Current,1
ED-009-1137,Fatima,Abdulaziz,F,ED-009,03-03-2001,Student,Savings,1
ED-006-1155,Umaru,Nafisa,M,ED-006,07/17/1958,Marketing Executive,Current,1
ND-007-1092,Obioma,Ugochukwu,M,ND-007,07/21/1973,Electrician,Savings,0
WD-014-1064,Oluwakemi,Onyeka,F,WD-014,09-08-1975,Accountant,Current,1
WD-014-1137,Danjuma,Abdullahi,M,WD-014,12/30/1985,Software Developer,Savings,1
ED-007-1070,Suleiman,Yusuf,F,ED-007,12/20/1964,Health Professional,Current,0
WD-001-1026,Oluwapelumi,Oluwapelumi,F,WD-001,02/27/1971,Trader,Savings,1
WD-008-1082,Chiwendu,Nkele,F,WD-008,07-07-1987,Human Resources Specialist,Savings,1
WD-008-1227,Ngozi,Ogunnaike,M,WD-008,03/29/1982,Farmer,Savings,1
WD-015-1225,Oluwapemi,Adeniran,F,WD-015,05/24/1973,Software Developer,Current,1
WD-009-1178,Charity,Oluwajoba,M,WD-009,01/19/1968,Construction Worker,Current,1
ED-002-1167,Suleiman,Fadila,M,ED-002,05-03-1976,Construction Worker,Current,1
ED-005-1215,Salma,Halima,F,ED-005,02-07-1993,Human Resources Specialist,Savings,1
ND-001-1057,Ndidi,Brown,M,ND-001,07/22/1982,Plumber,Savings,1
ED-002-1073,Ali,Musa,M,ED-002,07-10-1973,Manager,Current,1
ED-004-1135,Ismaila,Umar,F,ED-004,02-07-1961,Lawyer,Current,1
WD-006-1190,Charles,Adebayo,M,WD-006,04-05-1978,Welder,Current,1
WD-015-1191,Lekan,Akinsanya,M,WD-015,03-02-1985,Lawyer,Current,1
WD-001-1171,Camillus,Alamu,M,WD-001,10/27/2002,Student,Savings,1
WD-015-1219,Akinbode,Ekong,M,WD-015,10-05-1962,Construction Worker,Current,1
SD-001-1008,Chibuzo,Amaechi,M,SD-001,12-01-1961,Welder,Savings,1
ND-001-1015,Chioma,Akpobari,F,ND-001,07/13/1957,Health Professional,Savings,1
ED-001-1064,Ahmad,Mohammed,M,ED-001,01/22/1978,Lawyer,Savings,1
ED-007-1175,Hauwa,Mariam,M,ED-007,11/24/2003,Student,Savings,1
WD-010-1067,Bose,Adebiyi,F,WD-010,01-02-1958,Human Resources Specialist,Savings,1
WD-007-1199,Oluwarotimi,Oluwatofunmi,M,WD-007,05-06-2000,Student,Savings,1
WD-009-1014,Gbemisola,Bello,M,WD-009,07/25/2002,Student,Savings,1
ED-009-1017,Rukayya,Abubakar,F,ED-009,08/30/1979,Engineer,Current,1
ND-008-1062,Tunde,Nwachukwu,F,ND-008,03-01-1997,Lawyer,Current,0
WD-011-1129,Daniel,Adekunle,M,WD-011,02/19/1992,Health Professional,Savings,0
ND-009-1029,Clinton,Peterside,M,ND-009,03/20/1971,Software Developer,Current,1
ED-009-1025,Aliyu,Ali,F,ED-009,10/30/1982,Lawyer,Current,1
WD-008-1003,Bala,Ibrahim,M,WD-008,01-06-1982,Lawyer,Current,1
ND-009-1067,Promise,Pepple,M,ND-009,04/29/1977,Marketing Executive,Savings,1
ED-009-1127,Haruna,Fadila,M,ED-009,11/23/1988,Engineer,Savings,1
WD-006-1125,Oluwadamilola,Ojo,F,WD-006,10-02-1986,Lawyer,Savings,1
ED-002-1175,Salma,Garba,M,ED-002,10-09-1997,Plumber,Savings,1
WD-010-1154,Adebayo,Adeyemi,F,WD-010,10/27/2003,Student,Savings,1
WD-001-1049,Oladimeji,Nnamdi,M,WD-001,06/28/1993,Software Developer,Savings,1
ED-004-1155,Fatima,Rabi,M,ED-004,08-10-1983,Mechanic,Savings,1
ND-001-1091,Amarachi,Akintoye,F,ND-001,08-07-1998,Student,Savings,1
ND-002-1003,Precious,Briggs,F,ND-002,04-07-2002,Student,Savings,1
ED-005-1077,Rukayya,Ahmed,M,ED-005,04-07-1986,Engineer,Current,1
WD-013-1059,Asabe,Onyekwere,M,WD-013,06/23/1975,Factory Worker,Current,0
WD-010-1006,Damilare,Adebayo,F,WD-010,07-01-2001,Student,Savings,1
ND-001-1112,Nneka,Okoli,F,ND-001,10-03-1969,Accountant,Savings,1
WD-009-1126,Olusola,Aikhomu,M,WD-009,06/26/1969,Electrician,Current,1
WD-003-1002,Babajide,Adebayo,M,WD-003,03-09-1978,Human Resources Specialist,Savings,1
WD-003-1055,Anita,Nwankwo,F,WD-003,12/31/1971,Lawyer,Current,1
ED-009-1156,Ibrahim,Sadiya,M,ED-009,05-08-1982,Manager,Savings,1
ED-010-1033,Shehu,Adamu,F,ED-010,12/19/1970,Lawyer,Current,1
WD-015-1195,Alfred,Ilelaboye,M,WD-015,01/15/1989,Factory Worker,Savings,1
WD-015-1206,Chikodi,Onwuka,F,WD-015,06/15/1995,Human Resources Specialist,Current,1
ND-007-1035,Chidera,Okpala,F,ND-007,10-01-1973,Human Resources Specialist,Current,1
WD-015-1192,Danjuma,Afolayan,F,WD-015,11-10-1960,Accountant,Current,1
ND-010-1097,Cynthia,Folarin,M,ND-010,02-06-1963,Marketing Executive,Savings,1
ND-003-1035,Osita,Wike,M,ND-003,09/14/1983,Farmer,Savings,1
WD-013-1144,Habiba,Okafor,F,WD-013,01-10-2003,Student,Savings,1
ED-001-1165,Danladi,Rabi,F,ED-001,03-10-1961,Health Professional,Current,1
ED-007-1122,Suleiman,Ahmad,M,ED-007,05/23/1993,Human Resources Specialist,Savings,1
WD-004-1115,Oyindamola,Nwachukwu,M,WD-004,11/20/1999,Student,Savings,1
WD-001-1227,Alao,Okoro,F,WD-001,10-08-1973,Software Developer,Current,1
WD-013-1265,Adetokunbo,Adesina,M,WD-013,11-02-1992,Plumber,Savings,1
ED-004-1128,Ruqayya,Farouq,M,ED-004,03/18/1984,Construction Worker,Savings,0
ED-004-1158,Firdausi,Zara,M,ED-004,03/31/1958,Truck Driver,Current,1
ED-006-1191,Abubakar,Hafsatu,M,ED-006,12-04-1982,Health Professional,Current,1
ED-001-1085,Suleiman,Hassan,F,ED-001,03-02-1958,Lawyer,Savings,1
ND-003-1074,Chukwuemeka,Iwuoha,M,ND-003,10/31/2001,Student,Savings,1
ND-010-1023,Ebuka,Akobo,M,ND-010,05-02-1985,Electrician,Savings,1
ND-009-1087,Eze,Nwadike,F,ND-009,10-01-1975,Accountant,Savings,1
WD-012-1008,Chinazo,Okafor,F,WD-012,02/23/1993,Trader,Current,1
WD-006-1182,Nwachukwu,Adewale,M,WD-006,05-07-1995,Plumber,Current,1
ND-001-1097,Emmanuel,Pepple,M,ND-001,06-12-1996,Lawyer,Savings,1
WD-006-1234,Adeola,Okon,M,WD-006,10-12-1997,Construction Worker,Current,1
WD-012-1125,Cyril,Nkele,F,WD-012,01/25/1967,Trader,Savings,1
ED-008-1047,Ibrahim,Usman,F,ED-008,05/14/1969,Marketing Executive,Current,1
ED-002-1077,Abdulrahman,Bala,F,ED-002,12-06-1959,Health Professional,Current,0
ED-010-1091,Danjuma,Ahmed,F,ED-010,11/26/1985,Engineer,Current,1
ED-001-1195,Amina,Aisha,M,ED-001,03/24/1961,Carpenter,Savings,0
WD-015-1287,Yewande,Nwosu,F,WD-015,02/18/1959,Marketing Executive,Savings,1
WD-009-1170,Deji,Okeke,M,WD-009,03/24/1964,Engineer,Current,1
WD-015-1155,Akindele,Oluwaseun,M,WD-015,09/29/1961,Manager,Savings,1
ED-008-1143,Abdullahi,Danjuma,M,ED-008,03/17/1966,Health Professional,Current,0
ND-007-1096,Mary,Ezeani,F,ND-007,02/21/1970,Manager,Savings,1
ND-005-1102,Onyekachi,Ogbonda,M,ND-005,09-04-1970,Carpenter,Savings,0
SD-004-1058,Chidiebere,Orji,F,SD-004,09/29/1982,Health Professional,Savings,1
ED-001-1170,Amina,Zara,F,ED-001,04/26/1964,Engineer,Current,0
WD-014-1197,Bolaji,Ilelaboye,F,WD-014,08/17/1964,Software Developer,Current,1
ED-001-1179,Zara,Abdulsalam,F,ED-001,11-09-1967,Lawyer,Current,1
WD-003-1082,Omololu,Adebisi,F,WD-003,05/27/2000,Student,Savings,1
ND-009-1031,Ogechi,Okocha,F,ND-009,02/27/1959,Marketing Executive,Savings,0
WD-011-1283,Adejoke,Okonkwo,M,WD-011,01-08-1996,Truck Driver,Savings,1
WD-002-1039,Olufemi,Oluwaseun,M,WD-002,09/17/1978,Human Resources Specialist,Savings,1
WD-007-1234,Kikelomo,Ebiowei,M,WD-007,09-05-1980,Welder,Current,1
WD-011-1255,Funmilayo,Okpara,M,WD-011,07-08-1991,Human Resources Specialist,Savings,1
ED-010-1063,Rakiya,Yusuf,F,ED-010,01/29/1973,Engineer,Current,1
WD-002-1071,Jideofor,Famuyiwa,F,WD-002,10/29/1964,Manager,Savings,1
ED-003-1100,Ali,Suleiman,F,ED-003,06/14/1959,Engineer,Current,1
WD-009-1262,Nneoma,Awofeso,F,WD-009,03/15/1975,Human Resources Specialist,Savings,1
WD-009-1088,Adejoke,Nwosu,F,WD-009,02-03-1959,Software Developer,Savings,1
ED-004-1033,Mustapha,Bala,M,ED-004,05-07-1978,Farmer,Savings,1
ED-008-1072,Danjuma,Ibrahim,F,ED-008,02-03-1962,Health Professional,Current,1
ED-008-1057,Abdulkadir,Hassan,F,ED-008,12/29/1985,Accountant,Current,1
ED-005-1091,Haruna,Sani,M,ED-005,02/29/1992,Engineer,Savings,1
SD-002-1025,Ogochukwu,Obioma,M,SD-002,05/24/1969,Carpenter,Current,1
WD-006-1150,Oluwadamilare,Gbadebo,F,WD-006,06-02-1961,Engineer,Savings,1
ED-004-1190,Bello,Tijjani,M,ED-004,07/28/1999,Student,Savings,0
WD-012-1018,Oluwapemi,Oluwapemi,M,WD-012,06/13/1982,Welder,Savings,1
ND-006-1058,Edidiong,Iwuoha,F,ND-006,01-05-1992,Engineer,Current,1
WD-007-1172,Alice,Davies,F,WD-007,09/25/1957,Health Professional,Savings,1
ND-010-1008,Adaora,Ibezim,F,ND-010,07-09-1998,Student,Savings,1
ND-009-1068,Anthony,Brown,F,ND-009,10/26/1971,Trader,Savings,1
WD-004-1287,Segun,Uzoh,F,WD-004,02/18/1963,Health Professional,Savings,0
ND-009-1091,Victor,Eze,F,ND-009,06-12-1993,Marketing Executive,Savings,0
ED-010-1195,Usman,Ruqayya,F,ED-010,10/18/1958,Health Professional,Savings,0
WD-012-1095,Chisom,Kehinde,M,WD-012,06-08-1970,Data Analyst,Savings,1
ND-004-1064,Ifeoma,Ezeani,M,ND-004,08/13/1962,Marketing Executive,Savings,1
WD-014-1187,Chris,Okafor,M,WD-014,12-06-1996,Construction Worker,Savings,1
WD-013-1178,Kehinde,Amosun,F,WD-013,01-11-1997,Engineer,Current,1
WD-004-1187,Oladimeji,Alaka,F,WD-004,01-05-1987,Engineer,Savings,1
WD-009-1161,Alao,Oladele,F,WD-009,02-02-1971,Manager,Current,0
WD-013-1162,Pelumi,Nwachukwu,F,WD-013,01/25/2007,Student,Savings,0
WD-001-1206,Omobolanle,Jimoh,F,WD-001,03-12-1963,Trader,Savings,1
WD-004-1018,Seun,Sanyaolu,F,WD-004,12/24/1976,Trader,Current,1
WD-014-1012,Elijah,Adeleke,M,WD-014,02/19/1987,Lawyer,Savings,1
ND-003-1043,Emmanuel,Brown,F,ND-003,09/21/1995,Software Developer,Savings,0
WD-004-1109,Oluwakanyinsola,Afolayan,F,WD-004,05-12-1993,Lawyer,Savings,0
WD-006-1250,Ugochukwu,Ajayi,F,WD-006,01-09-1968,Trader,Current,1
WD-004-1083,Oluwarotimi,Adeyemi,F,WD-004,03-08-1996,Accountant,Savings,1
ED-001-1111,Nafisa,Farouq,F,ED-001,05/27/1978,Engineer,Current,1
ED-006-1046,Zainab,Hassan,F,ED-006,01/21/1986,Health Professional,Savings,0
WD-004-1068,Oluwatimilehin,Oluwabusayo,F,WD-004,01-01-1992,Marketing Executive,Savings,1
WD-015-1144,Wuraola,Igwe,M,WD-015,01-07-2003,Student,Savings,1
ED-008-1030,Mariam,Aliyu,F,ED-008,10-07-1977,Health Professional,Current,1
WD-003-1021,Babatunde,Bakare,M,WD-003,07/29/1963,Engineer,Savings,1
WD-001-1084,Dayo,Okoye,M,WD-001,05/26/2002,Student,Savings,1
ND-008-1067,Ugochukwu,Peterside,M,ND-008,07/29/1966,Truck Driver,Savings,1
ED-001-1009,Umaru,Abubakar,M,ED-001,06/13/1984,Truck Driver,Current,1
WD-002-1139,Victoria,Fagbuyi,M,WD-002,06-04-1960,Construction Worker,Savings,0
WD-008-1054,Oluwakemi,Jimoh,M,WD-008,03/17/1987,Plumber,Savings,1
ND-009-1054,Adela,Okoroafor,F,ND-009,12-05-1995,Accountant,Savings,1
WD-003-1127,Bassey,Oluwaseun,M,WD-003,03/16/1963,Truck Driver,Current,0
WD-015-1247,Chisom,Chukwu,M,WD-015,10/14/1959,Lawyer,Savings,1
ND-005-1105,Justin,Okocha,M,ND-005,01-08-1991,Trader,Current,0
WD-002-1187,Boniface,Adeyemi,M,WD-002,12-09-1972,Truck Driver,Current,1
WD-009-1097,Daniel,Peters,F,WD-009,08-04-1996,Trader,Current,0
ED-002-1061,Rukayya,Yusuf,F,ED-002,10/16/1960,Trader,Current,0
ED-010-1047,Firdausi,Abubakar,F,ED-010,08/18/1994,Trader,Current,1
WD-001-1058,Babajide,Oluwagbemiga,M,WD-001,08/29/1998,Student,Savings,1
ED-005-1105,Danjuma,Usman,M,ED-005,02/21/2002,Trader,Savings,0
WD-013-1193,David,Okoye,F,WD-013,01/29/1972,Trader,Savings,1
WD-012-1288,Ben,Oluwabusayo,M,WD-012,11-03-1957,Plumber,Savings,1
WD-009-1294,Ekene,Ekpoh,F,WD-009,07-05-1985,Trader,Savings,1
ND-007-1112,Victor,Aluko,F,ND-007,10-10-1998,Student,Savings,1
ED-007-1013,Danladi,Suleiman,M,ED-007,01/31/1989,Health Professional,Savings,1
ED-010-1002,Amina,Abubakar,M,ED-010,04/29/1990,Plumber,Current,1
ND-008-1017,Sandra,Okocha,F,ND-008,01-12-1999,Student,Savings,1
WD-012-1027,Elizabeth,Okoro,M,WD-012,01-04-1980,Accountant,Savings,1
WD-010-1139,Olasunkanmi,Jegede,M,WD-010,08/16/1989,Carpenter,Current,1
ED-004-1062,Rabi,Umar,F,ED-004,12-11-1987,Lawyer,Savings,1
ND-006-1018,Michael,Obi,M,ND-006,05-03-1993,Truck Driver,Current,0
WD-005-1137,Folasade,Okafor,F,WD-005,04/21/1984,Manager,Current,1
WD-002-1005,Ashimiyu,Adeyemi,M,WD-002,03-11-1970,Lawyer,Current,1
ED-010-1137,Ibrahim,Farouk,M,ED-010,08/26/1995,Trader,Savings,0
WD-004-1157,Deji,Eze,M,WD-004,05/23/1999,Student,Savings,0
ED-006-1063,Nasiru,Suleiman,F,ED-006,11/15/1977,Health Professional,Savings,1
WD-010-1140,Chiamaka,Adenuga,M,WD-010,05/20/1962,Health Professional,Savings,1
WD-002-1102,Oluwafemi,Ige,M,WD-002,04/16/1964,Plumber,Savings,0
ND-009-1043,Happiness,Iwuoha,M,ND-009,12/19/1974,Manager,Current,1
WD-004-1289,Adeoye,Dorime,M,WD-004,05/21/1983,Human Resources Specialist,Current,1
WD-009-1197,Ekwutosi,Adebiyi,F,WD-009,06-10-1982,Health Professional,Current,1
ND-008-1102,Mercy,Okoroafor,F,ND-008,01/22/1964,Engineer,Current,1
WD-003-1020,Adebayo,Adebiyi,M,WD-003,06/26/1966,Accountant,Current,1
ND-001-1042,Chinedu,Brown,M,ND-001,12/19/1970,Human Resources Specialist,Savings,1
WD-010-1223,Oluwatobi,Onyekachi,F,WD-010,06/14/1976,Health Professional,Savings,0
WD-015-1185,Nkechi,Akintola,F,WD-015,01/23/1998,Student,Savings,1
WD-005-1082,Alao,Onyeka,F,WD-005,08-01-1968,Software Developer,Savings,0
WD-005-1081,Kikelomo,Abimbola,M,WD-005,07/21/1963,Lawyer,Current,1
WD-011-1036,Oluwatofunmi,Oluwatosin,M,WD-011,11-08-1957,Engineer,Current,1
ED-003-1081,Shehu,Ahmed,M,ED-003,04/23/1989,Electrician,Savings,1
WD-012-1049,Chinelo,Alausa,F,WD-012,11-02-1985,Marketing Executive,Savings,1
WD-014-1061,Jideofor,Akande,M,WD-014,10/23/1989,Manager,Savings,1
ED-004-1161,Ahmed,Mustapha,M,ED-004,07-11-1997,Electrician,Current,1
ND-007-1048,Oluwaseyi,Aluko,F,ND-007,02/27/1984,Human Resources Specialist,Current,1
ND-006-1013,Emeka,Ezeani,M,ND-006,11-10-1967,Construction Worker,Savings,1
WD-002-1046,Chidozie,Adebayo,F,WD-002,06/24/2000,Student,Savings,1
WD-012-1133,Camillus,Awosika,F,WD-012,11/30/1979,Trader,Savings,1
WD-002-1138,Nkele,Okafor,F,WD-002,02-07-1961,Data Analyst,Current,1
WD-014-1155,Ayodele,Adebowale,M,WD-014,02/22/1961,Carpenter,Current,1
ED-010-1038,Hauwa,Hassan,F,ED-010,10/25/1999,Student,Savings,1
ED-001-1104,Salma,Farouk,F,ED-001,03-06-1987,Trader,Current,0
WD-004-1135,Nifemi,Eze,F,WD-004,07/25/1968,Data Analyst,Savings,1
ED-001-1011,Nura,Abdullahi,M,ED-001,01/16/1986,Health Professional,Savings,0
WD-005-1060,Albert,Adekoya,M,WD-005,01/26/1968,Health Professional,Savings,1
WD-008-1055,Ibukunoluwa,Chukwu,M,WD-008,02/19/2000,Student,Savings,1
WD-003-1271,Oluwaseun,Adebayo,M,WD-003,06/25/1971,Human Resources Specialist,Savings,0
ED-005-1209,Khadija,Danladi,F,ED-005,03/21/1988,Lawyer,Current,1
WD-004-1212,Akubueze,Oluwamayowa,F,WD-004,08-12-1970,Manager,Savings,1
WD-013-1148,Elizabeth,Oni,M,WD-013,03-04-1971,Plumber,Savings,0
ED-006-1192,Rabi,Fadila,F,ED-006,12/22/1961,Health Professional,Savings,1
WD-002-1112,Cynthia,Akande,F,WD-002,01/28/1963,Software Developer,Current,1
WD-002-1099,Adeyinka,Aluko,M,WD-002,06/19/2002,Student,Savings,1
ED-006-1110,Umaru,Bello,M,ED-006,03-11-1961,Factory Worker,Current,1
WD-012-1057,Alaba,Akande,M,WD-012,09-06-1987,Data Analyst,Current,1
ED-007-1065,Mariam,Ali,F,ED-007,12-04-1957,Health Professional,Current,1
ND-005-1072,Oluwatobi,Nwachukwu,F,ND-005,07-01-1968,Marketing Executive,Savings,1
ED-005-1099,Nafisa,Bello,M,ED-005,12/15/1959,Factory Worker,Current,1
WD-008-1118,Comfort,Adebisi,F,WD-008,03-07-1961,Human Resources Specialist,Current,1
WD-013-1150,Ngozi,Oluwapemi,M,WD-013,12-09-1958,Farmer,Savings,1
ED-009-1001,Mariam,Ibrahim,M,ED-009,02/19/1980,Accountant,Current,1
SD-001-1028,Obioma,Obi,F,SD-001,03-04-1969,Manager,Savings,1
ED-003-1151,Zainab,Hauwa,F,ED-003,11/24/1986,Engineer,Current,0
WD-010-1121,Benjamin,Okafor,M,WD-010,05/30/1966,Lawyer,Savings,1
WD-004-1237,Chinenye,Oluwatomi,F,WD-004,09-08-1963,Marketing Executive,Savings,0
ND-004-1072,Jennifer,Onwuka,F,ND-004,08-07-1960,Data Analyst,Current,0
WD-014-1284,Babajide,Adebiyi,M,WD-014,04/15/1984,Manager,Current,1
ED-008-1020,Hassan,Ahmed,M,ED-008,09/21/1975,Welder,Current,1
ED-008-1027,Nafisa,Ibrahim,M,ED-008,04/30/2006,Student,Savings,1
ED-005-1018,Halima,Ahmad,M,ED-005,11-08-1994,Construction Worker,Current,1
ED-005-1149,Hassan,Abdulrahman,M,ED-005,02/23/1966,Plumber,Savings,1
WD-007-1118,Babajide,Oluwatofunmi,M,WD-007,10-11-1963,Plumber,Current,1
WD-011-1281,Nkem,Onyeka,M,WD-011,07/27/1962,Human Resources Specialist,Savings,1
WD-004-1263,Benson,Obi,M,WD-004,08/31/1974,Construction Worker,Savings,0
ED-009-1020,Abdullahi,Ibrahim,M,ED-009,04/22/1977,Manager,Current,1
WD-009-1157,Adeyinka,Eze,F,WD-009,12/23/1979,Marketing Executive,Current,1
WD-006-1095,Chidozie,Nnamdi,F,WD-006,12-05-1970,Software Developer,Savings,0
WD-013-1157,Opeyemi,Oluwafemi,F,WD-013,07-10-1972,Marketing Executive,Savings,1
ED-006-1105,Tijjani,Garba,F,ED-006,12/28/1962,Engineer,Savings,1
WD-006-1276,Oluwabunmi,Rasaq,F,WD-006,05-05-1968,Human Resources Specialist,Savings,1
ED-001-1010,Salma,Ahmad,F,ED-001,05-06-1982,Health Professional,Current,1
ED-010-1057,Rukayya,Bello,F,ED-010,08/20/1985,Accountant,Current,1
ED-007-1083,Ismaila,Mohammed,F,ED-007,07-10-1971,Health Professional,Savings,1
ED-006-1047,Mustapha,Bello,F,ED-006,03/29/1991,Health Professional,Savings,1
ND-004-1055,Adela,Nwachukwu,M,ND-004,11-06-1970,Engineer,Savings,1
ED-005-1024,Rukayya,Ahmad,M,ED-005,07-05-1969,Human Resources Specialist,Savings,1
WD-009-1224,Kikelomo,Oluwatoyin,M,WD-009,10/17/1981,Carpenter,Current,1
ED-001-1177,Halima,Zara,M,ED-001,03-04-1990,Farmer,Current,1
ED-002-1013,Fadila,Musa,F,ED-002,02-03-1977,Engineer,Current,1
ND-007-1118,Tari,Wike,F,ND-007,03-01-1974,Trader,Savings,1
WD-006-1090,Oluwamayowa,Okoye,F,WD-006,01/25/1968,Health Professional,Current,1
WD-005-1226,Cornelius,Adebayo,M,WD-005,08/24/1966,Software Developer,Current,1
WD-006-1092,Oluwakanyinsola,Aregbesola,F,WD-006,10/18/2001,Student,Savings,1
WD-012-1155,Opeyemi,Alausa,F,WD-012,09/28/1959,Engineer,Savings,1
WD-008-1081,Chinazo,Nwankwo,M,WD-008,09/26/1988,Software Developer,Current,1
WD-003-1172,Fiyinfoluwa,Afolayan,M,WD-003,12-08-1979,Accountant,Current,1
WD-002-1159,Ngozi,Udofia,F,WD-002,04/30/1987,Human Resources Specialist,Current,1
WD-015-1257,Danjuma,Okafor,F,WD-015,06/18/1989,Software Developer,Savings,1
ED-006-1137,Hassan,Abubakar,F,ED-006,01-09-2002,Trader,Current,1
ED-010-1160,Zara,Mariam,F,ED-010,03-01-1962,Health Professional,Current,1
WD-008-1191,Daniella,Nwankwo,F,WD-008,07/21/1970,Software Developer,Savings,1
ED-008-1158,Abubakar,Zara,F,ED-008,12/17/1989,Human Resources Specialist,Current,0
WD-013-1084,Andrew,Nkwocha,M,WD-013,12/25/1957,Software Developer,Current,1
ND-010-1030,Onyekachi,Pepple,M,ND-010,12/31/1984,Welder,Savings,0
SD-002-1037,Chukwuebuka,Okafor,F,SD-002,06-03-1960,Lawyer,Current,1
ED-006-1003,Ruqayya,Musa,F,ED-006,09-02-1960,Accountant,Savings,0
WD-008-1257,Adeola,Omotayo,F,WD-008,01/20/1969,Accountant,Current,1
ED-005-1134,Habiba,Danjuma,F,ED-005,05-06-1989,Human Resources Specialist,Current,1
WD-007-1074,Oluwaseun,Mohammed,F,WD-007,03-09-1978,Data Analyst,Savings,1
WD-015-1041,Chinenye,Nnamdi,M,WD-015,05-03-1957,Welder,Current,1
WD-013-1152,Kikelomo,Afolayan,M,WD-013,01-12-1978,Mechanic,Savings,1
WD-009-1078,Oluwatosin,Gbolahan,F,WD-009,10-01-1981,Lawyer,Current,1
ND-007-1031,Joshua,Brown,F,ND-007,12-04-2002,Student,Savings,1
